label,text,lex_feats
1,velmi ochotne mi poradila s mojim novym telefonom.dakujem veronike,"[0.0892857164144516, 0.01785714365541935, 5.0, 0.5, 0.25, -0.1607142835855484, 0.25, -0.1607142835855484, 0.0, 0.0]"
0,rýchle zatváranie mohli by dať crez týždeň aspoň do 22.00h a nedeľu aspoň do 20.00h keď Medzilaborce je okresné mesto a najbližšie čerpacia stanica je KOŠKOVCE a to je dedina a je nonstop a tu mesto okresne a je iba krátko,"[-0.6983251571655273, -0.02327750436961651, 30.0, 0.75, 0.46625816822052, -1.1645833253860474, 0.17499999701976776, -0.375, 0.0, 0.0]"
0,neochota,"[-0.2916666567325592, -0.2916666567325592, 1.0, 1.0, 0.0, -0.2916666567325592, 0.0, -0.2916666567325592, 0.0, 0.0]"
1,"Dakujeme za odstranenie problemu, ktory bol vdaka vasej navigacii vyrieseny..","[0.2678571343421936, 0.1339285671710968, 2.0, 0.20000000298023224, 0.2678571343421936, 0.0, 0.25, 0.0, 0.0, 0.0]"
1,Eva bola ok  svižná a príjemná.,"[0.4176587462425232, 0.08353175222873688, 5.0, 0.8333333134651184, 0.4732142686843872, -0.0555555559694767, 0.2678571343421936, -0.0555555559694767, 0.0, 0.0]"
1,"Super komunikacia, rychle  vybavenie. Skutocne jeden z naj pozitivnych zazitkov co sa tyka klientskeho servisu. Tato pani/slecna Vam vie udrzat vela zakaznikov. Dakujem ze som mal moznost s nou komunikovat.","[0.10922621190547943, 0.0099296560510993, 11.0, 0.35483869910240173, 0.39494046568870544, -0.2857142686843872, 0.2083333283662796, -0.1607142835855484, 0.0, 0.0]"
1,Som veľmi spokojná aj z obsluhou veľmi milí prístup. A vedia veľmi dobre poradiť.,"[1.2741072177886963, 0.10617560148239136, 12.0, 0.8571428656578064, 1.3296626806259155, -0.0555555559694767, 0.5416666865348816, -0.0555555559694767, 1.0, 0.0]"
0,"Nie je to asi jeho chyba, ale trvalo to pomerne dlho.","[0.003571435809135437, 0.0005102051072753966, 7.0, 0.6363636255264282, 0.3303571343421936, -0.32678571343421936, 0.1875, -0.17499999701976776, 0.0, 0.0]"
1,"milá, príjemná komunikatívna, ochotná pomôcť","[1.0461310148239136, 0.20922620594501495, 5.0, 1.0, 1.2961310148239136, -0.25, 0.5416666865348816, -0.25, 1.0, 0.0]"
1,prijemny a mily personál,"[-0.0555555559694767, -0.02777777798473835, 2.0, 0.5, 0.0, -0.0555555559694767, 0.0, -0.0555555559694767, 0.0, 0.0]"
1,"Ochota, ľudský prístup","[0.3055555522441864, 0.10185185074806213, 3.0, 1.0, 0.3055555522441864, 0.0, 0.25, 0.0, 0.0, 0.0]"
1,"Podakovat chcem hlavne kvoli pristupu, aj ked som svoju poziadavku nevyriesil.","[-0.1696428507566452, -0.0424107126891613, 4.0, 0.3636363744735718, 0.01785714365541935, -0.1875, 0.01785714365541935, -0.09375, 0.0, 0.0]"
1,"vždy dostanem odpoved,na čo som sa opytala k mojej spokojnosti,dakujem","[-0.09127745777368546, -0.01825549080967903, 5.0, 0.4166666567325592, 0.12747253477573395, -0.21875, 0.10000000149011612, -0.1875, 0.0, 0.0]"
1,"Super predajca,","[0.07500000298023224, 0.03750000149011612, 2.0, 1.0, 0.07500000298023224, 0.0, 0.07500000298023224, 0.0, 0.0, 0.0]"
0,"Veľmi rýchla, trochu pomalšie, nevnucovať  sa za každú cenu, ale ponúkať. Načúvať . Zaslaná zmena dokumentu so zlým tel. číslom a pri tom sme to dva krát kontrolovali ??!! Pekný deň.","[0.40711846947669983, 0.019386593252420425, 21.0, 0.7241379022598267, 1.0522632598876953, -0.6451448798179626, 0.4166666567325592, -0.42887499928474426, 0.0, 0.0]"
0,"Mám síce nový mobil,ale mám starú sim kartu,ktorá sa už nedá zmenšiť ,takže si myslim,že asistent by mal byť trocha v obraze,ale celé je to......","[0.18958333134651184, 0.010532407090067863, 18.0, 0.6206896305084229, 0.48571428656578064, -0.2961309552192688, 0.125, -0.125, 0.0, 0.0]"
1,Super obsluha ☺,"[0.07500000298023224, 0.03750000149011612, 2.0, 1.0, 0.07500000298023224, 0.0, 0.07500000298023224, 0.0, 0.0, 0.0]"
1,"Prijemny a ustretovy pristup,zaujem riesit problem....😊","[-0.0555555559694767, -0.0555555559694767, 1.0, 0.1428571492433548, 0.0, -0.0555555559694767, 0.0, -0.0555555559694767, 0.0, 0.0]"
1,"Profesiolna,mila a rychla. Keep up the good work :)","[-0.0555555559694767, -0.02777777798473835, 2.0, 0.2222222238779068, 0.0, -0.0555555559694767, 0.0, -0.0555555559694767, 0.0, 0.0]"
1,Prisiel som do predajne sedel som 32sekundy a hned ma volal ako potrebujem pomoct. Vysvetlil som zavady na telefone ktore som mal ryhcle vybavenie.Pytal som sa o nahradny telefon pozrel a daval mi nahradny tel kde zistil ze je vybity automatiocky mi daval novy tel. S takym jednanim som sa nestretol.Kludne ma mohol odbit ze nema nahradny.Ked to zhrniem malo s takym jednanim som sa stretol .Preto ja sa mu budem osobne revanzovat a takychto ludi by ste si mali drztat a nie tie hoklady ked pridete a este su nasrati ze ste prisli.Potom to takto vyzera v tejto republike.Nie na kvantitu ale na kvalitu.Pred dverami stoji vela ludi ale akych to je otazka.Ak by bol problem na predajni rovno vam poveim ze od vas odchadzam.Dakujem hlavne jemu.,"[-0.141000896692276, -0.002431049942970276, 58.0, 0.4264705777168274, 1.6135627031326294, -1.754563570022583, 0.42500001192092896, -0.4375, 0.0, 0.0]"
1,"Slečna pomohla, poradila. Celkova spokojnosť.","[0.2428571581840515, 0.06071428954601288, 4.0, 0.800000011920929, 0.2428571581840515, 0.0, 0.1428571492433548, 0.0, 0.0, 0.0]"
1,PROSTE UMÍ,"[0.125, 0.125, 1.0, 0.5, 0.125, 0.0, 0.125, 0.0, 0.0, 0.0]"
1,čistota,"[0.05833333358168602, 0.05833333358168602, 1.0, 1.0, 0.05833333358168602, 0.0, 0.05833333358168602, 0.0, 0.0, 0.0]"
1,"Personal vzdy ochotny,usmiaty,ustretovy.Dakujem","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
0,neochotný vystupovanie o ničom,"[-0.78125, -0.1953125, 4.0, 1.0, 0.0, -0.78125, 0.0, -0.75, 0.0, 1.0]"
1,Ochotný pomôcť s tým problémom ktorý vznikol.,"[0.1930803656578064, 0.0482700914144516, 4.0, 0.5714285969734192, 0.4866071343421936, -0.2935267686843872, 0.34375, -0.1607142835855484, 0.0, 0.0]"
1,"Príjemný prístup a vše rýchlo vybavené :) , ďakujem","[0.3345238268375397, 0.05575397238135338, 6.0, 0.8571428656578064, 0.3900793790817261, -0.0555555559694767, 0.2678571343421936, -0.0555555559694767, 0.0, 0.0]"
1,"ustretova, prijemna :-)","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1,Podľa mňa super.co som potreboval mi povedali no na pobocke mi ako nevyhovovali.ale ok nevadi,"[-0.4251144528388977, -0.030365318059921265, 14.0, 0.8235294222831726, 0.2995879054069519, -0.7247023582458496, 0.1875, -0.4375, 0.0, 0.0]"
1,Komunikácia,"[0.011363636702299118, 0.011363636702299118, 1.0, 1.0, 0.011363636702299118, 0.0, 0.011363636702299118, 0.0, 0.0, 0.0]"
1,"Je najšikovnejší. Okamžite pochopil aký mám problém a ponúkol mi najlepšie riešenie na svete. Dokonca mi ponúkol aj nové možnosti, ktoré môžem v budúcnosti realizovať. Človek na správnom mieste.","[1.01629638671875, 0.0483950674533844, 21.0, 0.7241379022598267, 1.4289699792861938, -0.41267359256744385, 0.5852272510528564, -0.1328125, 1.0, 0.0]"
1,rýchla a milá obsluha,"[0.5218254327774048, 0.1304563581943512, 4.0, 1.0, 0.5773809552192688, -0.0555555559694767, 0.5416666865348816, -0.0555555559694767, 1.0, 0.0]"
1,Zamestnanec v Palaci na Zlatých pieskoch mi poskytol nepravdivé informácie. Všetko napravil Tomas.,"[0.8454545736312866, 0.12077922374010086, 7.0, 0.5384615659713745, 0.8454545736312866, 0.0, 0.375, 0.0, 0.0, 0.0]"
1,Vyborny prístup a ochota Ďakujem,"[0.0, 0.0, 4.0, 0.800000011920929, 0.0555555559694767, -0.0555555559694767, 0.0416666679084301, -0.0555555559694767, 0.0, 0.0]"
1,"Profesionalny pristup, znalost sluzieb, ochota pomoct.","[0.0416666679084301, 0.0416666679084301, 1.0, 0.1666666716337204, 0.0416666679084301, 0.0, 0.0416666679084301, 0.0, 0.0, 0.0]"
1,Uzasna komunikacia top sluzby rychle reakcie na polozene otazky slusne vystupovanie ak si vypita raz taku vyplatu ako ma nevahajte jej ju dat a spravit ju Riaditelkou ak bude chciet ma manazerske schopnosti !!!!,"[-0.048115074634552, -0.004374097567051649, 11.0, 0.3333333432674408, 0.4449404776096344, -0.4930555522441864, 0.40625, -0.3125, 0.0, 0.0]"
0,LPG chyba zvonček alebo iné upozornenie pre personal.,"[-0.042717091739177704, -0.00711951544508338, 6.0, 0.75, 0.0882352963089943, -0.130952388048172, 0.0882352963089943, -0.130952388048172, 0.0, 0.0]"
1,"Zrozumiteľne mi bolo vysvetlené všetko, čo som potreboval a kvôli čomu som volal.","[-0.6269841194152832, -0.08956915885210037, 7.0, 0.5384615659713745, 0.0535714328289032, -0.6805555820465088, 0.01785714365541935, -0.4375, 0.0, 0.0]"
1,"váš pracovník bol veľmi ochotný a dobre mi poradil,veľká spokojnosť","[0.8873015642166138, 0.08873015642166138, 10.0, 0.9090909361839294, 0.9428571462631226, -0.0555555559694767, 0.34375, -0.0555555559694767, 0.0, 0.0]"
1,Bola veľmi ústretová pre moje pohľadávky.Dakujem ti .ctibor,"[0.058766234666109085, 0.014691558666527271, 4.0, 0.4444444477558136, 0.09285714477300644, -0.034090910106897354, 0.07500000298023224, -0.034090910106897354, 0.0, 0.0]"
0,"V rámci situácie mojej požiadavky by bolo dobre prijímať reklamácie aj pred skoncenim fakturacneho obdobia, lebo teraz neostáva nic iné len čakať.","[0.17896825075149536, 0.012783446349203587, 14.0, 0.6363636255264282, 0.4664682447910309, -0.2874999940395355, 0.3125, -0.1875, 0.0, 0.0]"
1,"Pekne pozdravujeme. Nabudúce si chcem kúpiť telefón s ""dvoma reproduktormi"". :) :) Ivan bol maximálne ochotný a znalý problematiky. Žiadna naša otázka ho nezaskočila. :)","[1.0828373432159424, 0.07218915969133377, 15.0, 0.6818181872367859, 1.4866070747375488, -0.4037698209285736, 0.5, -0.1607142835855484, 1.0, 0.0]"
1,Príjemný personal a ochota,"[0.2539682388305664, 0.08465608209371567, 3.0, 0.75, 0.3095237910747528, -0.0555555559694767, 0.2678571343421936, -0.0555555559694767, 0.0, 0.0]"
1,Jednoducho som spokojná.,"[0.4657738208770752, 0.1552579402923584, 3.0, 1.0, 0.4657738208770752, 0.0, 0.2291666716337204, 0.0, 0.0, 0.0]"
1,"Veľmi milý, usmiaty a hlavne vedel poradiť","[0.46736109256744385, 0.09347222000360489, 5.0, 0.7142857313156128, 0.6166666746139526, -0.1493055522441864, 0.5416666865348816, -0.09375, 1.0, 0.0]"
1,"Ochotna, poradi, prijemne vystupovanie.","[0.0, 0.0, 1.0, 0.25, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1,dievcata su velmi zlate a ochotne vzdy pomoct. dakujem,"[0.1944444477558136, 0.0972222238779068, 2.0, 0.2222222238779068, 0.25, -0.0555555559694767, 0.25, -0.0555555559694767, 0.0, 0.0]"
1,Najlepsi Personál,"[0.0, 0.0, 1.0, 0.5, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1,"Jeho prístup bol vysoko profesionálny,ústretový,s nápomocnými radami. Budem rád, ak sa s podobným prístupom u Vás budem stretávať aj v      budúcnosti.","[0.438492089509964, 0.0257936529815197, 17.0, 0.739130437374115, 0.884920597076416, -0.4464285671710968, 0.2916666567325592, -0.1607142835855484, 0.0, 0.0]"
1,"Mily personal,vzdy usmiaty","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1,"Milá, príjemná, ústretová, znalá a schopná. Oceňujem aj pokoj s akým zvládla veľmi spomalený systém","[1.5504655838012695, 0.14095140993595123, 11.0, 0.7333333492279053, 1.853273868560791, -0.3028082847595215, 0.5416666865348816, -0.1607142835855484, 2.0, 0.0]"
1,cista prevadzka a ako uvadzam velmi ochotny personal spokojnost.....,"[-0.0868055522441864, -0.0434027761220932, 2.0, 0.2222222238779068, 0.0, -0.0868055522441864, 0.0, -0.0555555559694767, 0.0, 0.0]"
1,"Trpezlivý, ústretový, korektný, načúval potrebám klienta a snažil sa nájsť riešenie. Veľká spokojnosť","[0.39780983328819275, 0.049726229161024094, 8.0, 0.6153846383094788, 0.45336538553237915, -0.0555555559694767, 0.25, -0.0555555559694767, 0.0, 0.0]"
1,Spokojnoa s poradenim,"[-0.1607142835855484, -0.1607142835855484, 1.0, 0.3333333432674408, 0.0, -0.1607142835855484, 0.0, -0.1607142835855484, 0.0, 0.0]"
1,"Profesionálny prístup, príjemné vystupovanie.","[0.317460298538208, 0.079365074634552, 4.0, 1.0, 0.317460298538208, 0.0, 0.2678571343421936, 0.0, 0.0, 0.0]"
1,"pekny  pristup k zakaznikom a ochota pomoct,,,,","[-0.004273504018783569, -0.0014245013007894158, 3.0, 0.4285714328289032, 0.05128205195069313, -0.0555555559694767, 0.0416666679084301, -0.0555555559694767, 0.0, 0.0]"
1,Bola som spokojná s vybavením mojej požiadavky,"[0.15000002086162567, 0.02500000409781933, 6.0, 0.8571428656578064, 0.3107143044471741, -0.1607142835855484, 0.21875, -0.1607142835855484, 0.0, 0.0]"
1,"Dakujem pekne konzultantke Barbare za jej ochotu,mile a rychle vybavenie.Prajem jej vela stastia v praci i v osobnom zivote.<SIGNATURE>,Bardejov.","[0.1721230149269104, 0.019124779850244522, 9.0, 0.3913043439388275, 0.4776785671710968, -0.3055555522441864, 0.375, -0.25, 0.0, 0.0]"
1,"Slusny,ustretovy","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1,Všeobecná pochvala,"[0.5208333730697632, 0.2604166865348816, 2.0, 1.0, 0.5208333730697632, 0.0, 0.4583333432674408, 0.0, 0.0, 0.0]"
1,"Milý, zrozumiteľný ochotný pristup.","[1.1354167461395264, 0.378472238779068, 3.0, 0.75, 1.1354167461395264, 0.0, 0.5416666865348816, 0.0, 1.0, 0.0]"
1,"OCHOTA,FLEXIBILITA.","[0.0416666679084301, 0.0416666679084301, 1.0, 0.5, 0.0416666679084301, 0.0, 0.0416666679084301, 0.0, 0.0, 0.0]"
1,pohode,"[-0.1041666641831398, -0.1041666641831398, 1.0, 1.0, 0.0, -0.1041666641831398, 0.0, -0.1041666641831398, 0.0, 0.0]"
1,Ďakujem za ochotný personál,"[0.34375, 0.1145833358168602, 3.0, 0.75, 0.34375, 0.0, 0.34375, 0.0, 0.0, 0.0]"
0,Iny operator este poskytne aj zlavu a vy mate problem do 24 h zrusit len moju poziadavku a este so zanikom bonusu!,"[-0.34254729747772217, -0.038060810416936874, 9.0, 0.4285714328289032, 0.1667780727148056, -0.509325385093689, 0.0625, -0.1875, 0.0, 0.0]"
1,Profesionalne a rychle jednanie !,"[-0.0555555559694767, -0.0555555559694767, 1.0, 0.25, 0.0, -0.0555555559694767, 0.0, -0.0555555559694767, 0.0, 0.0]"
1,vsetko najlepsie,"[0.3125, 0.3125, 1.0, 0.5, 0.3125, 0.0, 0.3125, 0.0, 0.0, 0.0]"
1,"Mila,ustretova,vybavila za chvilu co som potrebovala","[-0.4196428656578064, -0.1049107164144516, 4.0, 0.5, 0.01785714365541935, -0.4375, 0.01785714365541935, -0.4375, 0.0, 0.0]"
1,Bol korektný a profesionálny.,"[-0.0019841231405735016, -0.0004960307851433754, 4.0, 1.0, 0.0535714328289032, -0.0555555559694767, 0.0357142873108387, -0.0555555559694767, 0.0, 0.0]"
1,"velmi ochotny, trpezlivy, promptny.","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1,Asistent bol milý nerobil na mna nátlak a v kľude si vypočul moj nazor.,"[0.2539682686328888, 0.04232804477214813, 6.0, 0.4285714328289032, 0.5595238208770752, -0.3055555522441864, 0.5416666865348816, -0.125, 1.0, 0.0]"
1,Odborne a ochotne vyriešila môj problém.,"[0.2178819477558136, 0.0544704869389534, 4.0, 0.6666666865348816, 0.40625, -0.1883680522441864, 0.25, -0.1328125, 0.0, 0.0]"
1,"príjemný pán Jozef, nechal mi čas na rozhodovanie,bola som spokojná, ďakujem a prajem veľa zdaru vo Vašej práci","[0.712016761302948, 0.047467783093452454, 15.0, 0.7894737124443054, 0.8667658567428589, -0.1547490954399109, 0.2678571343421936, -0.07500000298023224, 0.0, 0.0]"
1,ok.,"[0.1875, 0.1875, 1.0, 1.0, 0.1875, 0.0, 0.1875, 0.0, 0.0, 0.0]"
1,bola milá a vedela poradiť,"[0.5039682388305664, 0.1259920597076416, 4.0, 0.800000011920929, 0.5595238208770752, -0.0555555559694767, 0.5416666865348816, -0.0555555559694767, 1.0, 0.0]"
1,spokojnost,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1,"Bola veľmi príjemná a ústretová. Príjemný hlas, vystupovanie a navrhujem jej odmeny vo výške 126,46€. Pekný den.","[0.9957340955734253, 0.07112386077642441, 14.0, 0.875, 1.1380951404571533, -0.1423611044883728, 0.4166666567325592, -0.0555555559694767, 0.0, 0.0]"
0,"Na pumpe neustale chybaju rukavice na tankovanie, ako aj papierove utierky...","[-0.193452388048172, -0.0322420634329319, 6.0, 0.5454545617103577, 0.0, -0.193452388048172, 0.0, -0.130952388048172, 0.0, 0.0]"
1,Bezproblémový predaj elektronických diaľničných známok,"[0.0, 0.0, 2.0, 0.4000000059604645, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1,Za ochotu a ústretový prístup. Ďakujem.,"[-0.0416666679084301, -0.013888888992369175, 3.0, 0.5, 0.013888888992369175, -0.0555555559694767, 0.013888888992369175, -0.0555555559694767, 0.0, 0.0]"
1,"Veľmi milý,ústretový,slušný ☺","[0.9708333015441895, 0.3236111104488373, 3.0, 0.75, 0.9708333015441895, 0.0, 0.5416666865348816, 0.0, 1.0, 0.0]"
1,"dakujeme pekne za ochotu a za vybavenie   pomohol mne aj manzelke , dakujeme","[0.4935516119003296, 0.08225860446691513, 6.0, 0.5, 0.5491071343421936, -0.0555555559694767, 0.375, -0.0555555559694767, 0.0, 0.0]"
1,"Ďakujem za profesionálny prístup, moju požiadavku vybavila s kolegom za chvíľku.","[-0.05486110597848892, -0.00783730112016201, 7.0, 0.6363636255264282, 0.10585317760705948, -0.1607142835855484, 0.0357142873108387, -0.1607142835855484, 0.0, 0.0]"
1,"Pohotovy, trpezlivy, vyriesil problem ochotne","[0.25, 0.25, 1.0, 0.20000000298023224, 0.25, 0.0, 0.25, 0.0, 0.0, 0.0]"
1,bola ochotna,"[0.01785714365541935, 0.01785714365541935, 1.0, 0.5, 0.01785714365541935, 0.0, 0.01785714365541935, 0.0, 0.0, 0.0]"
1,Super to je,"[0.09285714477300644, 0.04642857238650322, 2.0, 0.6666666865348816, 0.09285714477300644, 0.0, 0.07500000298023224, 0.0, 0.0, 0.0]"
0,"Moja poziadavka nebola vybavena podla mojich predstav, ako dlhorocny zakaznik <COMPANY4> som sklamana","[-0.0997023805975914, -0.02492559514939785, 4.0, 0.3076923191547394, 0.0357142873108387, -0.1354166567325592, 0.01785714365541935, -0.1041666641831398, 0.0, 0.0]"
1,"Bol ochotný, šikovný a dozvedela som sa zrozumiteľnú odpoveď na moju otázku. Ďakujem","[1.068226933479309, 0.11869188398122787, 9.0, 0.692307710647583, 1.1237823963165283, -0.0555555559694767, 0.375, -0.0555555559694767, 0.0, 0.0]"
0,Preniesol som k vám 5 čísiel na svoje som si uplatnil bonus na tel  ale ked som si chcel uplatniť  dalšie bonusy na tel. z ostavajúcich 4 tak je veľký problém  som totálne sklamaný.,"[0.37233859300613403, 0.020685477182269096, 18.0, 0.5625, 1.0989010334014893, -0.7265625, 0.375, -0.5, 0.0, 1.0]"
1,"príjemný personál, rýchle služby....","[0.33690476417541504, 0.08422619104385376, 4.0, 1.0, 0.33690476417541504, 0.0, 0.2678571343421936, 0.0, 0.0, 0.0]"
1,Dakujem Roman za velmi promptne a prijemne vybavenie mojej poziadavky,"[-0.0243055559694767, -0.01215277798473835, 2.0, 0.20000000298023224, 0.03125, -0.0555555559694767, 0.03125, -0.0555555559694767, 0.0, 0.0]"
0,Nespokojnosť veľká ..pani nevedela ani vysvetlit že prečo sa platba nesparovala,"[-0.125, -0.02083333395421505, 6.0, 0.5454545617103577, 0.21875, -0.34375, 0.125, -0.21875, 0.0, 0.0]"
0,Doporucil by som zvazit mat okrem sandvicov roznych chuti a velkosti aj bezlepkove produkty alebo dostupnost salatov ak nie je chut mat pecivo.  Drzim palce.,"[-0.0991244912147522, -0.007624960970133543, 13.0, 0.5199999809265137, 0.16552197933197021, -0.2646464705467224, 0.06730769574642181, -0.17499999701976776, 0.0, 0.0]"
1,"Mlady pan bol velmi ochotny aj ked pre slaby signal bolo zle pocut. Ale poradil mi, vdaka","[-0.7142857313156128, -0.0892857164144516, 8.0, 0.47058823704719543, 0.0357142873108387, -0.75, 0.01785714365541935, -0.75, 0.0, 1.0]"
0,"Do dnešného Dňa čakám na zavolanie... Keby som veci nedoriešila cez <COMPANY4>linku tak čakám do dnes s riešením problemu. Väčšinou je podráždená a nie veľmi milá a niet sa čo čudovať lebo personál, čo tam má,  je často nekompetentní a nevedia čo majú robiť ,ak je dajaký problém . Z GA predajnou nie som moc spokojná.","[1.0956976413726807, 0.02883414924144745, 38.0, 0.6785714030265808, 2.434015989303589, -1.3383184671401978, 0.5833333134651184, -0.3125, 2.0, 0.0]"
1,"vyníkajúci prístup ku klientovi, vďaka.","[0.02350427396595478, 0.007834757678210735, 3.0, 0.6000000238418579, 0.02350427396595478, 0.0, 0.013888888992369175, 0.0, 0.0, 0.0]"
1,Max spokojnosť,"[0.10000000149011612, 0.10000000149011612, 1.0, 0.5, 0.10000000149011612, 0.0, 0.10000000149011612, 0.0, 0.0, 0.0]"
1,Super prístup a veľmi dobre rady :),"[0.4386904835700989, 0.07311508059501648, 6.0, 1.0, 0.4942460358142853, -0.0555555559694767, 0.3125, -0.0555555559694767, 0.0, 0.0]"
1,Bol som milo prekvapený s jednaním a odborným prístupom pri vybavení výmeny starého mobilu za nový. Ďakujem <SIGNATURE>,"[-0.1550000011920929, -0.011923076584935188, 13.0, 0.7222222089767456, 0.2475198209285736, -0.4025198519229889, 0.1041666641831398, -0.1607142835855484, 0.0, 0.0]"
0,Miloš je v poriadku. Myslím že nemá kompetencie mi pomôcť. Skôr mam výhrady voči operátorovi.,"[1.0898809432983398, 0.09082341194152832, 12.0, 0.800000011920929, 1.1398810148239136, -0.05000000074505806, 0.4375, -0.05000000074505806, 0.0, 0.0]"
1,"Prijemna, vysvetlila mi, co.som.chcela vediet...","[0.03125, 0.0062500000931322575, 5.0, 0.7142857313156128, 0.125, -0.09375, 0.125, -0.09375, 0.0, 0.0]"
1,"Vsetko v poriadku. Dostala som, co som potrebovala.","[-0.4851190447807312, -0.06930272281169891, 7.0, 0.875, 0.1398809552192688, -0.625, 0.1041666641831398, -0.4375, 0.0, 0.0]"
1,"Bez zbytočných otázok, vcelku rýchle vybavenie, tak to ma vyzerať","[-0.06845240294933319, -0.009778914973139763, 7.0, 0.699999988079071, 0.2544642686843872, -0.3229166865348816, 0.125, -0.1666666716337204, 0.0, 0.0]"
1,"prijemne jednanie, rychle vybavenie, spokojnost","[0.03125, 0.03125, 1.0, 0.20000000298023224, 0.03125, 0.0, 0.03125, 0.0, 0.0, 0.0]"
0,"Dobrý deň, s asistentkou s ktorou som komunikovala bola veľmi príjemná a milá, ale strašne dlho trval rozhovor, kým mi všetko veci pozisťovala a pochopila čo vlastne chcem. Nebola by možnosť, rozhovor ukončiť a zavolať neskôr??? Veľa minút som prevolala. Toto hodnotím ako veľké mínus.","[1.3956438302993774, 0.039875537157058716, 35.0, 0.7777777910232544, 2.312905788421631, -0.9172619581222534, 0.5852272510528564, -0.1607142835855484, 2.0, 0.0]"
1,"Príjemný, ochotný, znalý problematyky. Vazim si, ze nenanucoval produkty a sluzby o ktore nemam zaujem. To robia u konkurencie a to neznasam.","[1.0004959106445312, 0.11116620898246765, 9.0, 0.40909090638160706, 1.1116070747375488, -0.1111111119389534, 0.5, -0.0555555559694767, 1.0, 0.0]"
1,Dobrá rada.,"[0.7727272510528564, 0.3863636255264282, 2.0, 1.0, 0.7727272510528564, 0.0, 0.5852272510528564, 0.0, 1.0, 0.0]"
1,"Neviem ci to bola Petra s ktorou sme v <COMPANY4> predajni komunikovala, ale bola tam jedna velni zlata pracovnicka, ktora zaucala mladeho muza. Pomohla nam vybavit co sme potrebovali a bola velmi velmi ochotna a mila. Zaroveb vsetci traja pracovnici boli velmi mili a napomocni. :)","[-0.7976191639900208, -0.03625541552901268, 22.0, 0.4888888895511627, 0.2589285969734192, -1.0565476417541504, 0.1428571492433548, -0.4375, 0.0, 0.0]"
1,Super prístup :) Doporučujem :),"[0.08888889104127884, 0.04444444552063942, 2.0, 0.6666666865348816, 0.08888889104127884, 0.0, 0.07500000298023224, 0.0, 0.0, 0.0]"
1,"Ustretova,usmievava,prijemna komunikacia,vyhoviet poziadavke klienta je jej prioritou, velmi fundovana, schopna odpovedat na vsetky otazky klienta.","[-0.03214285522699356, -0.01607142761349678, 2.0, 0.1111111119389534, 0.01785714365541935, -0.05000000074505806, 0.01785714365541935, -0.05000000074505806, 0.0, 0.0]"
1,Tomáš mi vyšiel v ústrety a promptne vyriešil moju požiadavku.,"[-0.03055555559694767, -0.0076388888992369175, 4.0, 0.4000000059604645, 0.02500000037252903, -0.0555555559694767, 0.02500000037252903, -0.0555555559694767, 0.0, 0.0]"
0,"Neschopnost riesenia problemu, obmedzene informacie zo skolenia neaplikovatelne v realnej situacii","[0.25, 0.0833333358168602, 3.0, 0.27272728085517883, 0.25, 0.0, 0.25, 0.0, 0.0, 0.0]"
1,super prístup a ochota,"[0.07500000298023224, 0.01875000074505806, 4.0, 1.0, 0.13055555522441864, -0.0555555559694767, 0.07500000298023224, -0.0555555559694767, 0.0, 0.0]"
1,"Slušný,pokojný,trpezlivý a kultivovaný prejav","[0.9545177221298218, 0.19090354442596436, 5.0, 0.8333333134651184, 1.0100733041763306, -0.0555555559694767, 0.4375, -0.0555555559694767, 0.0, 0.0]"
1,"Mily, ustretovy, rychly😉vdaka","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
1,"Velmi mila dama. Vzdy mi s usmevom na tvari a s laskou poradi. Je uzasna a sikovna. Vzdy vybavim, co potrebujem a popri tom sa dozviem aj o novinkach.  Vzdy odchadzam s usmevom na tvari a spokojna. TOP pracovnicka! DAKUJEM!!!","[-1.1865079402923584, -0.07910052686929703, 15.0, 0.375, 0.01785714365541935, -1.2043651342391968, 0.01785714365541935, -0.4375, 0.0, 0.0]"
1,"Velmi prijemna, vsetky informacie podane exaktne a vystizne.","[-0.0555555559694767, -0.0555555559694767, 1.0, 0.125, 0.0, -0.0555555559694767, 0.0, -0.0555555559694767, 0.0, 0.0]"
